"","hh_id","plot_id","variable","value"
"549",137642,526520,"collection_date","09-Jun-18"
"550",686393,756098,"collection_date","09-Jun-18"
"551",815581,621615,"collection_date","09-Jun-18"
"552",721230,881832,"collection_date","09-Jun-18"
"553",243198,124849,"collection_date","09-Jun-18"
"554",548714,865908,"collection_date","09-Jun-18"
"555",970476,615842,"collection_date","09-Jun-18"
"556",498804,615906,"collection_date","09-Jun-18"
"557",411015,236453,"collection_date","09-Jun-18"
"558",389247,582777,"collection_date","09-Jun-18"
"559",569682,421353,"collection_date","09-Jun-18"
"560",245751,990103,"collection_date","09-Jun-18"
"561",251725,148537,"collection_date","09-Jun-18"
"562",358290,306477,"collection_date","09-Jun-18"
"563",489171,743959,"collection_date","10-Jun-18"
"564",180306,715695,"collection_date","10-Jun-18"
"565",467834,707092,"collection_date","10-Jun-18"
"566",718396,350678,"collection_date","10-Jun-18"
"567",130978,640853,"collection_date","10-Jun-18"
"568",931789,776478,"collection_date","10-Jun-18"
"569",979205,959252,"collection_date","10-Jun-18"
"570",119497,453768,"collection_date","10-Jun-18"
"571",797729,133485,"collection_date","10-Jun-18"
"572",522457,560204,"collection_date","10-Jun-18"
"573",831260,173182,"collection_date","10-Jun-18"
"574",781505,550508,"collection_date","10-Jun-18"
"575",407039,828022,"collection_date","10-Jun-18"
"576",326072,520416,"collection_date","10-Jun-18"
"577",408351,341683,"collection_date","10-Jun-18"
"578",882902,769723,"collection_date","10-Jun-18"
"579",899385,578957,"collection_date","10-Jun-18"
"580",323512,531290,"collection_date","10-Jun-18"
"581",709657,385939,"collection_date","10-Jun-18"
"582",281060,696585,"collection_date","10-Jun-18"
"583",771469,848769,"collection_date","10-Jun-18"
"584",102934,352532,"collection_date","10-Jun-18"
"585",399037,770829,"collection_date","10-Jun-18"
