"","hh_id","plot_id","fertilizer","application_time","application_amount"
"250571",649115,872286,"npks",18,23
"250572",143163,574164,"npks",20,10
"250573",995842,212806,"npks",25,50
"250574",582479,584717,"npks",25,90
"250575",248543,551713,"npks",25,23
"250576",723238,139774,"npks",25,23
"250577",919480,671546,"npks",7,50
"250578",847425,624785,"npks",15,45
"250580",827523,748106,"npks",7,50
"250581",717277,193044,"npks",7,30
"250582",180957,599573,"npks",10,75
"250584",267961,434947,"npks",10,125
"250585",365740,729853,"npks",15,200
"250586",822416,248038,"npks",7,125
"250587",264057,109140,"npks",15,75
"250588",475397,121731,"npks",10,100
"250589",748158,112009,"npks",4,60
"250590",623447,783128,"npks",20,130
"250591",491271,458958,"npks",7,100
"250592",253311,808425,"npks",20,100
"250593",764392,482225,"npks",10,50
"250595",516869,218437,"npks",20,75
"250596",775463,933701,"npks",20,100
"250597",141090,547149,"npks",7,150
"250598",284844,633727,"npks",20,20
"250599",995818,847870,"npks",15,200
"250600",995557,372827,"npks",15,10
"250601",794800,544018,"npks",15,23
"250602",488310,335889,"npks",15,45
"250603",711734,452599,"npks",10,100
"250604",211086,497856,"npks",15,23
"250605",226076,497896,"npks",15,75
"250606",622533,935724,"npks",7,80
"250607",670744,729655,"npks",10,90
"250608",254119,224282,"npks",10,450
"250609",930494,120447,"npks",15,45
"250610",763239,629150,"npks",6,50
"250611",681499,863909,"npks",20,45
"250612",150656,731881,"npks",30,180
"250613",591843,329788,"npks",7,25
"250614",923049,575121,"npks",10,90
"250615",342891,467051,"npks",15,90
"250616",274730,429592,"npks",10,500
"250617",718554,169137,"npks",10,50
"250618",879738,606484,"npks",15,300
"250619",503663,697887,"npks",10,250
"250620",447589,580773,"npks",4,225
"250621",850675,441902,"npks",30,25
"250622",682503,861878,"npks",15,150
"250624",326540,348536,"npks",25,45
"250625",493288,314384,"npks",15,135
"250626",668090,268616,"npks",7,40
"250627",363019,699220,"npks",15,30
"250628",889477,187610,"npks",6,40
"250629",776061,437585,"npks",20,100
"250630",505245,269060,"npks",15,23
"250631",639310,340415,"npks",30,90
"250632",255383,927936,"npks",10,45
"250633",445555,154488,"npks",20,45
"250634",245658,958891,"npks",20,90
"250636",556185,468224,"npks",10,150
"250637",200178,894649,"npks",22,70
"250638",907722,493449,"npks",20,46
"250639",448712,981325,"npks",15,100
"250640",962291,388471,"npks",15,45
"250641",537279,428154,"npks",10,30
"250642",709726,394026,"npks",3,30
"250643",972928,481657,"npks",15,45
"250644",860542,599762,"npks",15,95
"250645",504930,121407,"npks",25,100
"250646",690905,465620,"npks",17,665
"250647",727193,153657,"npks",15,90
"250648",517786,343893,"npks",15,200
"250649",430616,593078,"npks",15,90
"250650",349535,369292,"npks",20,22
"250651",289058,411541,"npks",10,700
"250652",470003,481013,"npks",15,420
"250653",734859,864509,"npks",25,90
"250654",950311,168367,"npks",20,50
"250655",884758,721777,"npks",15,45
"250656",319217,485237,"npks",20,15
"250657",838779,102649,"npks",25,90
"250658",949351,695732,"npks",6,50
"250659",573037,690711,"npks",15,50
"250660",737632,789721,"npks",7,50
"250661",355851,443661,"npks",10,25
"250662",462769,719637,"npks",10,45
"250663",674117,484920,"npks",15,250
"250664",657703,467992,"npks",10,100
"250665",745381,386609,"npks",15,100
"250666",845286,632684,"npks",7,40
"250667",728825,567565,"npks",6,45
"250668",643764,988162,"npks",5,360
"250670",301509,146657,"npks",20,25
"250671",486571,474244,"npks",18,90
"250672",849885,334470,"npks",15,180
"250673",446218,703219,"npks",15,45
"250674",859309,625949,"npks",15,90
"250675",543336,755197,"npks",15,100
"250676",487185,803986,"npks",25,126
"250677",680994,838439,"npks",30,75
"250678",783236,444808,"npks",18,23
"250679",772374,717642,"npks",10,200
"250680",771098,483968,"npks",15,23
"250681",254647,439908,"npks",15,90
"250682",726798,186281,"npks",45,23
"250683",115452,421608,"npks",15,50
"250684",288675,340827,"npks",15,45
"250685",267564,889118,"npks",3,75
"250686",978243,618016,"npks",12,90
"250687",129091,346814,"npks",20,45
"250688",751102,720038,"npks",17,45
"250689",825887,579393,"npks",15,90
"250690",211351,295582,"npks",20,25
"250691",448000,348244,"npks",25,150
"250692",607784,350862,"npks",20,100
"250693",545551,632595,"npks",15,100
"250694",303136,155938,"npks",15,200
"250695",647660,142930,"npks",4,75
"250696",128616,986156,"npks",20,50
"250697",912575,152985,"npks",20,44
"250698",624115,576196,"npks",10,50
"250699",853913,110199,"npks",10,25
"250700",540279,966035,"npks",20,66
"250701",326950,201503,"npks",20,100
"250702",936768,433123,"npks",10,150
"250703",941161,102545,"npks",15,90
"250705",924663,464504,"npks",10,50
"250706",986572,900480,"npks",10,50
"250707",583500,481302,"npks",20,30
"250708",987097,345772,"npks",40,10
"250710",994661,391162,"npks",20,50
"250712",795523,832643,"npks",7,25
"250713",221871,212764,"npks",25,12.5
"250714",189140,884408,"npks",20,12
"250715",652834,265952,"npks",35,25
"250716",118895,997176,"npks",25,25
"250717",363541,592313,"npks",20,22
"250718",825045,566739,"npks",15,8.33
"250719",634445,319299,"npks",30,6.25
"250720",920666,638714,"npks",20,12.5
"250721",744380,240133,"npks",25,25
"250722",330269,812130,"npks",20,6.5
"250723",595305,342786,"npks",25,11
"250724",527236,629167,"npks",20,50
"250726",821352,697497,"npks",50,27
"250727",846858,272306,"npks",25,25
"250728",416161,720177,"npks",20,50
"250729",957951,770426,"npks",25,10
"250730",833860,872597,"npks",28,25
"250731",925136,438029,"npks",20,10
"250732",223896,901238,"npks",15,25
"250733",882357,132413,"npks",30,37.5
"250734",133320,218735,"npks",15,20
"250735",556290,334471,"npks",25,20
"250737",548430,551489,"npks",20,50
"250738",432359,361473,"npks",7,13
"250740",344028,346183,"npks",20,15
"250741",637176,710271,"npks",15,15
"250742",881357,955394,"npks",7,12
"250743",480335,490809,"npks",20,40
"250744",574095,839813,"npks",15,37.5
"250745",553827,340755,"npks",30,4
"250746",716099,122046,"npks",30,37.5
"250747",378892,300367,"npks",30,200
"250748",546394,842769,"npks",10,15
"250749",122641,835888,"npks",15,22.5
"250750",175887,657260,"npks",10,100
"250751",629633,710718,"npks",40,13
"250753",181153,786495,"npks",15,70
"250754",972022,473776,"npks",28,17.5
"250755",890212,121950,"npks",15,6.5
"250756",601500,489377,"npks",20,12
"250758",627101,261930,"npks",30,25
"250759",703949,920795,"npks",15,7.5
"250760",198744,976426,"npks",30,50
"250761",883724,360287,"npks",15,62.5
"250762",610032,635136,"npks",30,18.75
"250763",522448,741989,"npks",20,30
"250764",279730,692887,"npks",20,12.5
"250765",224203,973505,"npks",20,12.5
"250766",826057,853624,"npks",20,7.5
"250768",298893,474334,"npks",15,11.72
"250769",253679,427990,"npks",15,6.25
"250770",922722,353648,"npks",30,12.5
"250771",431196,190509,"npks",20,16
"250772",417299,732497,"npks",25,187.5
"250773",580967,268892,"npks",15,100
"250774",944467,606326,"npks",20,50
"250775",695063,886589,"npks",20,125
"250776",279979,526049,"npks",30,18
"250777",915954,135518,"npks",15,25
"250778",664506,588943,"npks",25,50
"250779",463101,458240,"npks",20,45
"250780",926760,202579,"npks",15,25
"250781",334705,975792,"npks",7,30
"250782",895402,739872,"npks",15,25
"250783",470460,744188,"npks",15,10
"250785",690201,413893,"npks",25,25
"250786",900011,722040,"npks",30,20
"250787",955198,856126,"npks",20,37.5
"250789",986466,164588,"npks",20,75
"250790",223858,110945,"npks",25,25
"250791",330731,789152,"npks",35,100
"250792",330350,913246,"npks",15,62.5
"250793",404743,810394,"npks",15,100
"250794",309900,769518,"npks",20,25
"250795",810652,409531,"npks",30,100
"250796",871813,515391,"npks",30,50
"250797",231906,876310,"npks",10,125
"250798",961769,815468,"npks",20,45
"250799",467145,298745,"npks",15,60
"250800",184016,219432,"npks",30,6
"250801",826635,151641,"npks",20,6.25
"250802",239656,115194,"npks",15,37.5
"250803",862167,434129,"npks",20,10
"250804",620871,238944,"npks",40,75
"250805",157481,669780,"npks",20,11
"250807",511077,339371,"npks",10,8.75
"250808",690689,123359,"npks",30,12.5
"250809",712453,800391,"npks",12,30
"250810",995580,378862,"npks",15,17
"250811",329715,847517,"npks",20,100
"250812",649161,285095,"npks",15,37.5
"250813",595901,590730,"npks",15,100
"250814",728118,138132,"npks",7,100
"250815",499753,977541,"npks",10,24
"250816",600591,719155,"npks",20,100
"250817",967599,435942,"npks",5,62.5
"250818",406122,670998,"npks",7,25
"250819",728325,403681,"npks",40,25
"250820",585099,871529,"npks",25,35
"250821",628871,460986,"npks",7,50
"250822",711061,296783,"npks",10,75
"250823",366167,739774,"npks",15,25
"250824",360582,151293,"npks",40,35
"250825",346611,248962,"npks",15,60
"250826",322508,728052,"npks",20,41.25
"250827",333453,558780,"npks",15,100
"250828",887280,818822,"npks",40,37.5
"250829",176336,358988,"npks",15,50
"250830",344905,384661,"npks",20,60
"250831",300151,914462,"npks",20,50
"250832",630071,414564,"npks",40,25
"250833",501216,138824,"npks",25,118
"250834",566035,492744,"npks",30,31.25
"250835",955897,179485,"npks",20,40
"250836",486443,170561,"npks",15,18.75
"250837",838088,566394,"npks",10,50
"250838",948941,263981,"npks",10,62.5
"250839",557905,617098,"npks",20,50
"250840",361422,573782,"npks",7,65
"250841",455072,241362,"npks",30,50
"250842",222191,598843,"npks",15,35
"250844",606964,899951,"npks",15,32.5
"250845",115931,731273,"npks",20,20
"250846",180425,544573,"npks",25,15
"250847",614838,327203,"npks",20,5
"250848",714233,596333,"npks",10,60
"250849",603163,619204,"npks",45,15
"250850",504382,681911,"npks",25,25
"250851",318492,432178,"npks",15,30
"250852",640274,667821,"npks",30,7.5
"250853",529723,144831,"npks",20,20
"250854",967591,220837,"npks",25,8
"250855",684468,364579,"npks",15,37.5
"250856",758869,898929,"npks",15,37.5
"250857",551341,715373,"npks",7,80
"250858",972142,571590,"npks",30,100
"250859",632692,777704,"npks",15,28
"250860",339069,823152,"npks",25,50
"250861",340446,585671,"npks",10,24
"250862",748269,145065,"npks",15,33
"250863",620396,640807,"npks",10,46.5
"250864",587772,280017,"npks",10,31.5
"250865",921775,881136,"npks",7,50
"250866",239127,617555,"npks",10,40
"250867",387121,893881,"npks",25,6.25
"250868",892100,503596,"npks",15,25
"250870",343828,190670,"npks",20,50
"250871",641845,819942,"npks",20,50
"250872",622456,109149,"npks",20,50
"250873",537271,366048,"npks",25,50
"250874",799607,465638,"npks",25,50
"250876",950897,570308,"npks",40,50
"250878",115524,331156,"npks",20,50
"250879",577473,481929,"npks",20,50
"250880",439432,570335,"npks",20,50
"250881",569146,969837,"npks",20,50
"250882",685314,295541,"npks",25,50
"250883",978187,938324,"npks",20,50
"250884",681442,547474,"npks",20,50
"250885",988856,555975,"npks",20,50
"250886",299558,954818,"npks",25,50
"250887",655519,284073,"npks",25,50
"250888",442163,542580,"npks",25,50
"250889",509943,955098,"npks",15,50
"250890",357987,308316,"npks",15,50
"250899",999837,765483,"npks",20,50
"250902",710731,464541,"npks",20,50
"250903",630732,731767,"npks",20,50
"250904",474164,639017,"npks",20,50
"250905",315867,597422,"npks",20,50
"250906",452883,772273,"npks",30,50
"250907",439913,944602,"npks",15,50
"250908",617436,720537,"npks",20,50
"250909",973721,822909,"npks",20,50
"250910",750986,764606,"npks",20,50
"250911",115874,961017,"npks",20,50
"250912",784334,680720,"npks",20,50
"250913",952915,288193,"npks",20,50
"250914",263978,937637,"npks",20,50
"250915",676019,249852,"npks",20,50
"250916",608582,798964,"npks",20,50
"250917",596884,957010,"npks",20,50
"250918",871502,245420,"npks",20,50
"250919",363976,828859,"npks",25,50
"250928",114199,907492,"npks",20,50
"250930",192546,494418,"npks",20,50
"250931",937258,995925,"npks",20,50
"250964",971861,247756,"npks",25,15
"250966",975060,858623,"npks",15,25
"250967",127736,390482,"npks",20,25
"250968",660904,526418,"npks",15,50
"250969",757287,661561,"npks",15,50
"250970",646220,131822,"npks",15,25
"250971",388353,234911,"npks",15,50
"250972",161004,421265,"npks",15,50
"250973",717992,750126,"npks",15,50
"250976",860711,824349,"npks",30,25
"250977",642695,984205,"npks",25,30
"250978",464870,922103,"npks",15,50
"250979",695368,393297,"npks",20,15
"250980",585115,729172,"npks",20,15
"250981",505186,618400,"npks",20,15
"250982",740577,536347,"npks",20,25
"250983",375657,622884,"npks",20,15
"250984",478687,505934,"npks",30,15
"250985",735251,987126,"npks",20,15
"250986",738092,149143,"npks",20,20
"250987",192850,649836,"npks",20,15
"250988",403848,483982,"npks",20,15
"250989",460187,574327,"npks",15,25
"250990",259406,534085,"npks",15,15
"250991",848792,958925,"npks",15,25
"250992",412010,685570,"npks",15,25
"250993",731337,944953,"npks",15,25
"250994",310190,197783,"npks",15,25
"250995",776205,854418,"npks",15,25
"250996",289082,200803,"npks",15,25
"250997",348060,943907,"npks",15,25
"250998",720738,942902,"npks",15,25
"250999",558792,812402,"npks",15,25
"251000",536255,563792,"npks",15,25
"251001",275713,276811,"npks",15,25
"251002",609800,998553,"npks",15,25
"251003",868087,165131,"npks",15,25
"251004",427460,519087,"npks",15,25
"251005",975411,141512,"npks",15,25
"251006",213501,156358,"npks",15,25
"251007",237465,408288,"npks",15,25
"251008",543732,120231,"npks",25,25
"251009",791645,663816,"npks",25,25
"251010",397345,629988,"npks",15,25
"251011",184651,796372,"npks",25,25
"251012",596447,256134,"npks",25,25
"251013",281891,485204,"npks",25,25
"251014",812265,787983,"npks",15,25
"251015",366015,288005,"npks",25,25
"251016",976561,270433,"npks",15,25
"251017",641403,244017,"npks",15,25
"251019",950593,608497,"npks",15,25
"251020",734603,519719,"npks",25,25
"251021",373677,476465,"npks",15,25
"251022",549234,303493,"npks",15,25
"251023",417556,620884,"npks",25,25
"251024",172740,354742,"npks",15,25
"251025",772251,722377,"npks",25,25
"251026",562257,547040,"npks",25,25
"251027",769299,102721,"npks",25,25
"251028",111649,293453,"npks",25,25
"251029",360548,123082,"npks",15,25
"251030",735540,370452,"npks",15,25
"251031",711325,449225,"npks",25,25
"251032",639832,904710,"npks",15,25
"251033",875119,433962,"npks",25,25
"251034",541901,840822,"npks",25,25
"251035",297832,256727,"npks",15,25
"251036",679414,208124,"npks",15,25
"251037",460107,215493,"npks",25,25
"251038",613436,268451,"npks",25,25
"251039",232893,764882,"npks",25,25
"251040",958274,507919,"npks",25,25
"251041",448172,952776,"npks",15,25
"251042",673977,221154,"npks",15,25
"251043",873317,506196,"npks",20,25
"251044",590127,386851,"npks",25,15
"251046",525939,141783,"npks",30,25
"251047",241043,340945,"npks",30,25
"251048",997209,522676,"npks",25,50
"251049",389898,623673,"npks",25,25
"251050",749763,532935,"npks",20,25
"251051",676401,217255,"npks",20,25
"251052",298044,834453,"npks",20,50
"251053",150831,772202,"npks",20,25
"251054",358131,526350,"npks",20,25
"251055",236324,314421,"npks",20,25
"251056",145694,748066,"npks",20,25
"251057",829763,163058,"npks",20,25
"251058",706307,928588,"npks",20,25
"251059",521630,304453,"npks",20,25
"251060",228974,220184,"npks",20,25
"251061",166782,272200,"npks",20,25
"251062",889759,162908,"npks",20,25
"251063",442478,558489,"npks",20,25
"251064",624482,450757,"npks",20,25
"251065",528535,161110,"npks",20,25
"251066",297434,734968,"npks",20,25
"251067",267416,120785,"npks",20,25
"251068",363144,709877,"npks",30,20
"251071",605088,162124,"npks",20,25
"251072",775793,357388,"npks",20,25
"251073",472083,940412,"npks",20,25
"251074",237055,875435,"npks",20,25
"251075",153280,454738,"npks",20,25
"251076",128415,169723,"npks",20,25
"251077",270319,950128,"npks",20,25
"251078",227959,732969,"npks",20,25
"251079",102804,375414,"npks",20,25
"251080",515607,857086,"npks",20,25
"251081",291074,721282,"npks",20,25
"251082",870370,904597,"npks",25,25
"251083",785444,601335,"npks",15,25
"251084",877075,368561,"npks",15,25
"251086",639934,182647,"npks",15,25
"251087",928465,688448,"npks",20,15
"251088",201566,361232,"npks",20,20
"251089",966846,351817,"npks",20,20
"251090",194882,892152,"npks",20,20
"251091",501655,113808,"npks",20,15
"251092",313365,603796,"npks",20,15
"251094",996371,658898,"npks",20,20
"251096",425263,576069,"npks",15,25
"251097",873948,988276,"npks",20,15
"251098",888964,309181,"npks",20,15
"251099",899428,914309,"npks",15,15
"251100",618693,289117,"npks",15,25
"251102",538851,867892,"npks",25,50
"251103",725045,270961,"npks",25,5
"251104",981851,411692,"npks",25,50
"251105",242369,893859,"npks",15,10
"251106",585935,144797,"npks",25,20
"251107",779705,875350,"npks",25,15
"251108",593004,834936,"npks",15,10
"251109",724262,335006,"npks",30,10
"251110",783856,517137,"npks",25,25
"251111",458021,446475,"npks",15,10
"251112",809739,499097,"npks",35,5
"251113",869723,437409,"npks",20,40
"251115",671624,806625,"npks",40,15
"251116",257760,753614,"npks",25,30
"251117",799397,550057,"npks",20,5
"251118",546034,354594,"npks",40,30
"251119",624570,738865,"npks",25,40
"251120",117809,248167,"npks",35,20
"251121",838494,641563,"npks",20,5
"251122",380552,577878,"npks",30,10
"251123",895333,515707,"npks",35,25
"251124",748425,490951,"npks",35,15
"251125",478194,953178,"npks",25,45
"251126",567584,442123,"npks",30,40
"251127",869600,610324,"npks",25,5
"251128",610564,318795,"npks",30,10
"251129",511326,562701,"npks",25,25
"251130",840964,692534,"npks",45,20
"251131",637592,673199,"npks",30,0
"251132",398537,988000,"npks",35,10
"251133",273735,809408,"npks",35,15
"251134",283892,352262,"npks",35,20
"251135",848144,340992,"npks",30,10
"251136",256638,934983,"npks",30,20
"251137",907969,760785,"npks",15,20
"251139",357354,976545,"npks",30,20
"251140",739842,417105,"npks",25,50
"251141",795742,293858,"npks",30,5
"251142",968632,103114,"npks",35,100
"251143",487819,933546,"npks",30,10
"251144",309402,814462,"npks",45,10
"251145",750429,934840,"npks",30,10
"251146",326662,105119,"npks",35,35
"251147",676141,713154,"npks",12,25
"251148",205635,320232,"npks",20,35
"251149",330427,405705,"npks",20,15
"251150",973499,489487,"npks",25,20
"251151",397863,999412,"npks",30,20
"251152",264051,634292,"npks",25,45
"251153",212750,323277,"npks",30,10
"251154",437352,250738,"npks",35,15
"251156",594904,617588,"npks",25,20
"251157",631931,270773,"npks",25,30
"251158",183046,615146,"npks",30,10
"251159",389381,578022,"npks",30,10
"251160",485863,749955,"npks",20,0
"251161",992363,536344,"npks",35,20
"251162",199598,345660,"npks",15,15
"251163",454167,143206,"npks",10,15
"251164",422822,295772,"npks",35,15
"251165",235729,533820,"npks",35,15
"251166",157390,113114,"npks",25,30
"251167",376872,588693,"npks",25,25
"251168",855497,361462,"npks",40,35
"251169",626459,136749,"npks",35,8
"251170",312834,913477,"npks",35,25
"251171",328809,862121,"npks",35,8
"251172",681538,796356,"npks",25,35
"251173",485858,586682,"npks",25,35
"251175",441195,875181,"npks",25,30
"251176",826227,223560,"npks",35,15
"251177",693391,858518,"npks",15,10
"251178",659993,913543,"npks",25,10
"251179",819746,331333,"npks",35,10
"251180",480481,776223,"npks",35,30
"251181",865478,830257,"npks",30,45
"251182",253613,458744,"npks",30,10
"251183",937735,985219,"npks",30,10
"251185",731428,345856,"npks",35,40
"251188",937399,867329,"npks",35,25
"251189",289561,939385,"npks",10,5
"251190",124558,390813,"npks",30,25
"251192",203286,535389,"npks",35,30
"251193",410020,330299,"npks",30,25
"251194",279784,253455,"npks",30,45
"251195",112525,586945,"npks",15,20
"251197",886931,953163,"npks",30,25
"251198",846212,607876,"npks",35,45
"251199",640319,770589,"npks",35,30
"251200",412728,474393,"npks",30,30
"251201",408233,172879,"npks",35,45
"251202",316791,773338,"npks",30,25
"251203",952938,860241,"npks",35,45
"251204",763249,909323,"npks",35,45
"251205",921843,643424,"npks",30,45
"251206",310483,221739,"npks",35,25
"251207",604573,766396,"npks",30,45
"251208",209823,303626,"npks",35,25
"251209",894727,474500,"npks",35,25
"251210",625168,636458,"npks",30,25
"251211",976349,486650,"npks",35,20
"251212",235251,274239,"npks",35,30
"251213",643842,411989,"npks",30,25
"251214",807221,240369,"npks",30,25
"251215",886398,276300,"npks",30,150
"251216",549364,248133,"npks",35,30
"251217",883408,949552,"npks",40,50
"251218",214049,217634,"npks",35,25
"251219",505393,605376,"npks",30,25
"251220",599820,963373,"npks",30,25
"251221",217337,339085,"npks",30,45
"251222",464310,776888,"npks",35,25
"251223",658774,716839,"npks",35,25
"251224",745201,114845,"npks",35,25
"251225",806267,616304,"npks",30,20
"251226",308444,988846,"npks",35,25
"251227",521914,478578,"npks",35,45
"251228",442662,946790,"npks",30,45
"251229",361869,488135,"npks",30,50
"251230",624267,998466,"npks",10,45
"251231",317682,604521,"npks",60,30
"251233",353869,834424,"npks",30,25
"251234",193636,420613,"npks",40,25
"251235",714223,630286,"npks",22,10
"251236",270339,375067,"npks",35,45
"251237",311452,942650,"npks",40,25
"251238",926169,338796,"npks",35,25
"251239",462993,339349,"npks",30,25
"251240",710385,674795,"npks",30,30
"251241",218153,507004,"npks",30,25
"251242",604314,551164,"npks",35,30
"251243",996569,672053,"npks",30,45
"251244",740274,510797,"npks",30,45
"251245",156659,686606,"npks",35,45
"251246",316730,225588,"npks",30,30
"251247",136279,990397,"npks",40,50
"251248",304309,954447,"npks",35,40
"251249",135302,336306,"npks",35,25
"251250",763954,541543,"npks",30,40
"251251",982089,110274,"npks",30,25
"251252",954622,639150,"npks",20,75
"251253",740569,218026,"npks",30,25
"251254",190403,755178,"npks",35,45
"251255",381360,394636,"npks",30,25
"251256",862862,551738,"npks",30,25
"251257",770103,874785,"npks",35,45
"251258",798556,869657,"npks",35,45
"251259",163029,650079,"npks",35,45
"251260",159748,999912,"npks",35,25
"251261",586178,826690,"npks",35,45
"251262",279893,345904,"npks",30,45
"251263",251624,947401,"npks",35,45
"251264",709167,942973,"npks",35,30
"251265",320893,512754,"npks",30,25
"251266",733246,911669,"npks",35,25
"251267",155563,774506,"npks",35,25
"251268",949126,203773,"npks",35,45
"251269",424526,899918,"npks",30,25
"251270",131365,513920,"npks",35,30
"251273",460927,926318,"npks",30,150
"251274",486343,889507,"npks",38,25
"251275",464417,148466,"npks",40,45
"251276",336678,187105,"npks",30,45
"251277",272786,211465,"npks",35,30
"251278",462393,423022,"npks",35,50
"251279",801234,643477,"npks",30,25
"251280",485644,141673,"npks",30,25
"251281",689987,407907,"npks",35,25
"251282",615505,951075,"npks",35,25
"251283",600167,107811,"npks",35,30
"251284",770286,595288,"npks",35,20
"251285",231622,376988,"npks",35,25
"251287",842676,662233,"npks",20,45
"251288",699950,524366,"npks",15,45
"251290",492866,956098,"npks",30,25
"251291",265260,223611,"npks",15,20
"251292",110283,570174,"npks",30,45
"251293",878181,922541,"npks",20,25
"251294",931432,883100,"npks",30,25
"251295",838584,720632,"npks",35,30
"251296",869953,758875,"npks",30,45
"251297",868286,534568,"npks",35,45
"251298",973035,922787,"npks",30,45
"251299",426621,902730,"npks",30,20
"251300",584168,649567,"npks",30,45
"251301",256358,681142,"npks",30,45
"251302",122034,362958,"npks",30,25
"251303",872364,800436,"npks",30,30
"251304",707076,219884,"npks",30,20
"251306",295917,166162,"npks",15,40
"251307",943745,249600,"npks",30,50
"251309",535801,827992,"npks",35,400
"251311",456268,450723,"npks",35,25
"251312",560518,920976,"npks",35,30
"251314",175550,562506,"npks",30,30
"251317",283557,680509,"npks",35,50
"251318",220753,303356,"npks",35,45
"251320",940691,851435,"npks",90,25
"251323",891712,715694,"npks",60,25
"251326",939412,609721,"npks",45,100
"251327",904715,805798,"npks",35,150
"251328",685290,730007,"npks",35,200
"251329",355581,649871,"npks",60,250
"251331",191945,970269,"npks",30,75
"251332",548117,182831,"npks",75,200
"251333",916314,657747,"npks",30,25
"251336",785937,807310,"npks",25,50
"251337",810204,674149,"npks",35,25
"251338",752615,594720,"npks",40,20
"251339",899072,367978,"npks",35,50
"251340",464311,337951,"npks",30,25
"251341",276534,925198,"npks",32,20
"251342",509783,831282,"npks",30,20
"251344",630802,230584,"npks",45,45
"251345",507068,686183,"npks",35,70
"251346",951762,792101,"npks",35,20
"251347",340794,703967,"npks",30,150
"251349",567731,424741,"npks",45,25
"251350",878358,471030,"npks",30,10
"251351",157608,798248,"npks",35,50
"251352",731221,816647,"npks",40,10
"251353",153887,122959,"npks",20,25
"251354",277664,542223,"npks",20,60
"251355",432854,576950,"npks",35,20
"251357",736012,584082,"npks",35,40
"251358",862518,118075,"npks",45,50
"251359",885182,476877,"npks",35,40
"251360",158139,556050,"npks",35,45
"251361",130602,555145,"npks",20,60
"251362",336488,387283,"npks",35,30
"251363",892728,304688,"npks",50,150
"251364",885067,499948,"npks",30,50
"251365",408352,383463,"npks",25,45
"251366",460011,126199,"npks",30,20
"251368",822632,660668,"npks",20,25
"251369",191338,998022,"npks",35,30
"251370",406209,695935,"npks",35,30
"251372",983776,575219,"npks",35,20
"251373",578354,751277,"npks",30,45
"251374",874621,572432,"npks",60,100
"251376",978958,186216,"npks",30,40
"251377",997599,652806,"npks",40,25
"251378",363895,854594,"npks",30,50
"251379",366503,192428,"npks",25,25
"251380",573417,987695,"npks",40,30
"251382",375789,695097,"npks",30,15
"251383",796672,579043,"npks",30,30
"251385",978193,272726,"npks",30,25
"251386",863559,295727,"npks",30,15
"251387",460759,211720,"npks",30,15
"251388",412250,942778,"npks",30,15
"251389",213516,959824,"npks",30,15
"251390",589280,862850,"npks",30,15
"251391",538988,971636,"npks",30,15
"251392",130957,914713,"npks",30,15
"251393",143071,649750,"npks",30,30
"251394",612819,352531,"npks",30,30
"251395",665456,789292,"npks",30,15
"251396",214476,283313,"npks",30,15
"251397",950568,518073,"npks",30,20
"251398",396062,242586,"npks",30,30
"251399",124071,747388,"npks",30,15
"251400",915666,757797,"npks",30,15
"251401",471020,242318,"npks",30,15
"251402",647685,438010,"npks",30,25
"251404",903318,227518,"npks",30,15
"251405",376736,573831,"npks",30,15
"251406",791924,866879,"npks",30,15
"251407",270602,852619,"npks",30,15
"251408",980701,879855,"npks",30,15
"251409",380878,635763,"npks",30,15
"251410",224722,619042,"npks",30,15
"251411",286784,299656,"npks",30,15
"251412",752898,962577,"npks",30,15
"251413",526765,541300,"npks",30,50
"251414",847599,997444,"npks",30,15
"251415",523916,436826,"npks",30,30
"251416",608884,858303,"npks",30,30
"251417",601229,542672,"npks",30,30
"251418",363846,102753,"npks",30,15
"251419",202796,187818,"npks",30,30
"251420",964237,414843,"npks",30,30
"251421",214273,226597,"npks",30,15
"251422",440904,737439,"npks",30,15
"251423",846501,477031,"npks",30,15
"251424",147769,322084,"npks",30,15
"251425",384400,963064,"npks",30,15
"251426",475354,579930,"npks",30,30
"251427",171772,308614,"npks",30,30
"251428",647426,475198,"npks",30,30
"251429",567340,301669,"npks",30,30
"251430",352154,653525,"npks",30,30
"251431",492831,841249,"npks",30,15
"251432",142456,959748,"npks",30,30
"251433",455633,574468,"npks",30,15
"251434",172697,114859,"npks",30,30
"251435",634944,442779,"npks",30,15
"251436",354644,168398,"npks",30,15
"251437",767345,801521,"npks",30,30
"251438",153113,307746,"npks",30,15
"251439",564153,503557,"npks",30,30
"251440",493482,141398,"npks",30,30
"251441",167739,104507,"npks",30,30
"251442",231414,954965,"npks",30,30
"251443",347514,357084,"npks",30,15
"251444",583481,584594,"npks",30,30
"251445",926396,572927,"npks",30,15
"251446",524590,968451,"npks",30,15
"251447",388129,576204,"npks",30,15
"251448",890032,651542,"npks",30,15
"251449",684795,443065,"npks",30,20
"251450",177906,639853,"npks",30,15
"251451",428005,552300,"npks",30,15
"251452",979902,607422,"npks",30,15
"251453",491525,886910,"npks",30,30
"251454",788079,800912,"npks",30,30
"251455",548614,328654,"npks",30,15
"251456",388600,655736,"npks",30,30
"251457",974033,802099,"npks",30,30
"251458",658737,539309,"npks",30,50
"251459",957015,687521,"npks",30,15
"251460",885716,783730,"npks",30,15
"251461",688580,336377,"npks",30,15
"251462",163884,714532,"npks",30,30
